operator_master_record_id,operator_name,my_operator_tab,form_field_key,airtable_table,airtable_field_name,value_type,allowed_options,displayed_in_operator_explorer,operator_explorer_section,field_purpose,example_value_for_template,current_value_in_system,suggested_value_verdict,where_to_enter,canonical_writer_mapped,coverage_status,notes
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_2_headshot,,exec_2_headshot,attachment_url,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_3_name,,exec_3_name,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_3_title,,exec_3_title,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_3_role,,exec_3_role,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_3_summary,,exec_3_summary,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_3_bio,,exec_3_bio,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_3_headshot,,exec_3_headshot,attachment_url,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_4_name,,exec_4_name,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_4_title,,exec_4_title,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_4_role,,exec_4_role,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_4_summary,,exec_4_summary,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_4_bio,,exec_4_bio,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_4_headshot,,exec_4_headshot,attachment_url,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_5_name,,exec_5_name,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_5_title,,exec_5_title,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_5_role,,exec_5_role,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_5_summary,,exec_5_summary,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_5_bio,,exec_5_bio,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_5_headshot,,exec_5_headshot,attachment_url,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_6_name,,exec_6_name,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_6_title,,exec_6_title,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_6_role,,exec_6_role,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_6_summary,,exec_6_summary,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_6_bio,,exec_6_bio,text,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,exec_6_headshot,,exec_6_headshot,attachment_url,,,,Leadership team member profile shown in Explorer Leadership sections.,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team (repeat per leader index),no,,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,lead_signal_tenure,"Operator Setup - Governance, Delivery & Diligence",lead_signal_tenure,single_select,,Partial,Legacy tab: Leadership | Tab: Leadership,Partial Explorer visibility (Legacy tab: Leadership | Tab: Leadership).,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team,yes,Fully Covered,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,lead_signal_crossbrand,"Operator Setup - Governance, Delivery & Diligence",lead_signal_crossbrand,single_select,High | Strong | Very Strong | Moderate-High | Medium | Low | Emerging,Partial,Legacy tab: Leadership | Tab: Leadership,Partial Explorer visibility (Legacy tab: Leadership | Tab: Leadership).,High,High,Keep,Leadership & Team,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Leadership & Team,lead_signal_succession,"Operator Setup - Governance, Delivery & Diligence",lead_signal_succession,single_select,,Partial,Legacy tab: Leadership | Tab: Leadership,Partial Explorer visibility (Legacy tab: Leadership | Tab: Leadership).,"Summarize CALA leadership bench (President, CDO, VP Ops, VP Finance, S&M, HR, IT/Openings, Shared Services). If using Explorer exec slots, mirror your top three leaders from the Leadership Team Members table.",,Review,Leadership & Team,yes,Fully Covered,currently empty in form inventory
